type,element_id,text,metadata.filename,metadata.filetype,metadata.languages,metadata.page_number
NarrativeText,f0c8000a2dd341749fd68692b3de2b53,"While we do not have physical space constraints, there are other factors that have to be taken into consideration for an online program this size. One example is that in order to maintain the integrity and academic rigor of the program, we have to hire an adequate number of TAs per a specific number of enrolled students. This is why we limit the number of waitlisted courses for each student so that we have a realistic idea of the demand for each course and can hire TAs accordingly (whenever possible). Additionally, some courses are unable to scale above a certain maximum while still providing an effective learning experience for students.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,c8a01c1ae6f3797b0ca8106a65151831,Can OMSCS Advising tell me which courses are open currently?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,d717991040b8af4538a6c9de3fe3fd8c,"Students can access up-to-date enrollment and wait list totals by performing a class search in OSCAR. You can perform a course look-up in OSCAR once you have logged in using your GT credentials — the full courses have a “C” 10 the first column, and the open courses have a checkbox that can be selected in order to enroll.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,913d9f7ee40c868efe03b72b2489f1bf,What are the chances of enrolling in a class if | am waitlisted or if the class is closed?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,00b3908f725f8b30dfc2efe92e9dc48b,"We strive to give students an opportunity to register for a variety of courses. The number of available seats is determined primarily by the number of TAs available for each course. Unfortunately, advisors cannot predict iffwhen a course may have more seats added or if a wait list will be expanded. Also, we cannot guarantee students will be able to enroll in specific courses. Our best advice is to continue monitoring the courses you are interested 10 taking and/or the wait lists. Towards the 600 아 Phase I, the wait lists will 66 removed, and you may have another opportunity to register for your desired course(s). More information regarding this will be",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",26
UncategorizedText,e3b7e7a038be142c2a042fc1f7374d00,10.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,25602777cecc667d222cfeb509c62be1,12.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,352e15aaca7dcf8dec5093dacd9256df,13.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,45d873d4bfdc6bbe6925297328210da8,14.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,205812a9ce3f23bf985028f7b93ba7f8,15.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,3ec1d1e80d46e73bc4cdd8ffbefd4655,16.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,24865d3e27ad5b5883e60f57e44bfe18,"forthcoming. Alternatively, you may review the degree requirements and try to find another course.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,588b0f7712feace90a71722e2207ddaf,Why am | receiving an error message if | can see that there are seats available 10 the course when attempting to register?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,17c582d07c7a3d62b95aa91e9e955406,"If there are seats available in a course, but the course has a wait list, you will receive an error message when attempting to register. This is because the seats that are available are reserved for the students on the wait list. Therefore, students cannot bypass the wait list and enroll in a course — they must add themselves to the wait list, if there are spaces available.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,85b9049d66dba2cb8f490531499d4e13,How long should | expect to wait before | receive a wait list notification?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,84997d1434fdba308b97c25c14b5c615,"There is 00 specific amount of time 35 to when students will receive 8 wait list notification, as we unfortunately cannot guarantee that everyone on every wait list will get into the course. As stated previously, some courses are unable to scale above a certain maximum while still providing an effective learning experience for students. Please note that the advisors are unable to determine/predict which courses will have more seats added. Therefore, please be sure to monitor your email account carefully and frequently, including your spam folder, in case you receive 3 wait list notification.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,ccdb3e0306de3242fdc2d7751c496a46,Can | use a computer program or script when trying to register for courses?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,5611cb1cf6d93a43b30d96c8388b0281,"As explained on the Registrar’'s website, “Students are required 10 abide by the Institute's Acceptable Use Policy when using Georgia Tech's computer resources, including the registration system. As such, no student may 456 any unauthorized computer program or script to register for classes or attempt to circumvent the registration system 10 any way. No student should repeatedly attempt to register for a closed section of a course by hand in an attempt to ""brute force"" into the next available seat. 10 00 50 is a violation, 35 ‘faculty, staff, and students are expected to behave in an ethical and professional manner when using IT resources.” This also violates the section ‘Protection of IT Resources’ by ‘knowingly installing or running...disruptive software’ which results in depriving other students an opportunity to register. Information regarding any student who violates this policy will be forwarded to the Dean of Students for disciplinary action.”",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,61cdb4ca9493de8ebc3d1eb0d75ecdb1,Why is my wait list position increasing instead of decreasing?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,425094c1e6d22beb2addf20502839b39,"Each semester, we prioritize the degree candidates on wait lists if they need 3 specific specialization course (not “free” elective) to graduate by the end of the term. Therefore, your wait list position could change due to degree candidates receiving priority. We hope that students will understand this, as we will do the same for you once you are in your final term and are preparing to graduate.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,e332fd4ab9a9403ae968492a01078eba,Why is my waitlisted course showing as “0” credits in OSCAR?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,6eb0ae91def9f247dbbec9e5de94a14f,"Since 3 waitlisted course does not count as enrolled hours, your waitlisted course will display as “0” units until you are registered officially (though please remember that being on a wait list does not guarantee that you will be permitted to enroll in that course for the term).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,5be0e1f8a741f2cd65b1e715ccef1fe1,"If I am registered for the maximum number of hours permitted, and | receive a wait list notification, will | be able to drop one of my other courses in order to add the waitlisted course, or will the system skip me and notify the next person on the wait list?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,26360f94154c4362cd92661beaa5a0dc,The system will not skip you because you are enrolled in the maximum number of hours permitted. You will have the same 12-hour window to respond to the wait list notification and make any necessary changes to your schedule in order to enroll in the waitlisted course if desired.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,238d596d4654cd30d79476d2c2654f05,I missed my wait list notification. What should | do now?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,7434929d17b9154c18610d7daf89646a,"Unfortunately, the only thing you can do is add yourself back to the wait list and hope for the best or select another course. The OMSCS program must abide by the Institute’s policies and procedures, and this includes the fact that wait list notifications can be sent at any time (even overnight and/or on weekends) and that students have 12 hours to respond to the notification. The wait list process is not controlled by OMSCS Advising, so we are unable to make any changes or exceptions regarding this process.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,3ec0e6ac78762a2c5bb4ab8068366edb,I received a “Campus Restriction” or “Major Restriction” error message when trying to add a course. What does this mean?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,8275d50b13a177888cefa8e512c83e22,"If you receive the “Campus Restriction” or “Major Restriction” error message, this is because you are attempting to enroll in a course that is not part of the OMSCS program. As a reminder, most OMSCS courses will have a section of “O” followed by a two-digit number (example: 001, 002, O03, etc.). Please note that courses with the “OAN” section are for OMS Analytics students only, and courses with the “OCY” section are for OMS Cybersecurity students only — OMSCS students are NOT permitted to enroll in these sections. If a section",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",27
UncategorizedText,264c32868d21e30d036fbe28a167da2f,17.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
UncategorizedText,7b2d3fe053178a030323dd1e1a134124,18.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
UncategorizedText,186b7f12022bd191a83417a12a7599c8,19.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
UncategorizedText,84a510185c897e25e3162cbed82a639e,20.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
UncategorizedText,92c62d38adae151110fd21c184e24a07,21.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
UncategorizedText,aea93f22f11b321289c72143f7c32a87,22.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
UncategorizedText,bc4334f31265f7c5b10c9bc45f4defa7,23.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
NarrativeText,0aac4411f427cd986537346737948390,"of an OMS Analytics or OMS Cybersecurity course has been created for OMSCS students, it will have a section of “O” followed by a two-digit number (as mentioned previously). Therefore, please be sure you are selecting the correct section if you wish to enroll in the course.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
NarrativeText,aa0db789b5e150313b6d5767d934f5b6,"***Please remember that per the program rules: ""A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE.™**",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
NarrativeText,15631e7245e2da081ace89c863490a19,What is the difference between “L” and “ALP” in the “BAS” column in OSCAR?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
NarrativeText,88a12abdb5a874e9c7a43a0dceae52f8,"When searching for courses in OSCAR, the “BAS” column tells you the grade modes accepted for a particular course. OMSCS courses have the “L” grading basis, which stands for “Letter Grade”, 35 students may not audit an OMSCS course or take it on the “Pass/Fail” grading basis.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",28
